Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,OSR Core,OSR Adjacent
"https://www.kickstarter.com/projects/2103068465/wild-skies-liberating-strife-a-table-top-rpg-expan?ref=bggforums',",https://rpggeek.com/geeklist/234882/item/6050488#item6050488,8,https://www.kicktraq.com/projects/2103068465/wild-skies-liberating-strife-a-table-top-rpg-expan/,non-5E,https://rpggeek.com/rpg/45022/wild-skies,,"Wild Skies: Liberating Strife, a table-top RPG expansion.",1-May-18,Y,USD,"8,586.00",1,"8,586.00",Y,N,Y,"$8,586 ",122.00%,Ended,8586,1.61117E+12,March 27 2018,,,,
https://www.kickstarter.com/projects/449518387/yndaros-the-darkest-star-award-winning-symbaroum-c?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6076172#item6076172,9,https://www.kicktraq.com/projects/449518387/yndaros-the-darkest-star-award-winning-symbaroum-c/,non-5E,https://rpggeek.com/rpg/28932/symbaroum,,"YNDAROS: THE DARKEST STAR, award-winning Symbaroum campaign",2-May-18,Y,SEK,"752,252.00",0.11207,"84,304.88",Y,N,Y,"kr752,252 SEK",752.00%,Ended,84304.88,1.61117E+12,April 9 2018,,,,
"https://www.kickstarter.com/projects/evilhat/uprising-the-dystopian-universe-rpg?ref=bggforums',",https://rpggeek.com/geeklist/234882/item/6053818#item6053818,8,https://www.kicktraq.com/projects/evilhat/uprising-the-dystopian-universe-rpg/,RPG,,https://rpggeek.com/rpgsystem/26506/fate-core,Uprising: The Dystopian Universe RPG,2-May-18,Y,USD,"43,308.00",1,"43,308.00",Y,N,Y,"$43,308 ",433.00%,Ended,43308,1.61117E+12,March 29 2018,,,,
https://www.kickstarter.com/projects/226674021/the-king-is-dead-a-roleplaying-party-game/description?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6088408#item6088408,10,https://www.kicktraq.com/projects/226674021/the-king-is-dead-a-roleplaying-party-game/,RPG,,,The King Is Dead: a Roleplaying Party Game,2-May-18,Y,USD,"35,388.00",1,"35,388.00",Y,N,Y,"$35,388 ",221.00%,Ended,35388,1.61117E+12,April 2 2018,,,,
https://www.kickstarter.com/projects/660432492/dungeons-and-dragons-5e-module-the-dwarven-smiths?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075479#item6075479,9,https://www.kicktraq.com/projects/660432492/dungeons-and-dragons-5e-module-the-dwarven-smiths/,5E,,,Dungeons & Dragons 5E Module: The Dwarven Smith's Tome,4-May-18,Y,USD,"3,323.00",1,"3,323.00",Y,N,Y,"$3,323 ",664.00%,Ended,3323,1.61117E+12,April 4 2018,,,,
"https://www.kickstarter.com/projects/infiniumgamestudio/aquilae-western-realm-gazetteer-pathfinder-5e?ref=bggforums',",https://rpggeek.com/geeklist/234882/item/6014443#item6014443,6,https://www.kicktraq.com/projects/infiniumgamestudio/aquilae-western-realm-gazetteer-pathfinder-5e/,5E,,,Aquilae: Western Realm Gazetteer (Pathfinder/5E),5-May-18,Y,USD,"8,872.00",1,"8,872.00",Y,N,Y,"$8,872 ",177.00%,Ended,8872,1.61117E+12,March 6 2018,,,,
https://www.kickstarter.com/projects/gamerstoolkit/quick-plots-rpg-cards?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6088476#item6088476,10,https://www.kicktraq.com/projects/595089735/quick-plots-rpg-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Quick Plots RPG Cards,5-May-18,Y,USD,"4,128.00",1,"4,128.00",Y,N,Y,"$4,128 ",412.00%,Ended,4128,1.61117E+12,April 15 2018,,,,
"https://www.kickstarter.com/projects/morningstargames/forbidden-tombs?ref=bggforums',",https://rpggeek.com/geeklist/234882/item/6012926#item6012926,6,https://www.kicktraq.com/projects/morningstargames/forbidden-tombs/,RPG,,https://rpggeek.com/rpgsystem/467/d20-system,Forbidden Tombs,5-May-18,Y,CAD,651,0.77748,Not Funded,N,Y,N,$651 CAD,3.00%,Cancelled,0,1.61117E+12,March 6 2018,,,,
https://www.kickstarter.com/projects/sessionzero/deck-of-magical-mystery-tier-2-5e-compatible?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075498#item6075498,9,https://www.kicktraq.com/projects/sessionzero/deck-of-magical-mystery-tier-2-5e-compatible/,5E,,,"Deck of Magical Mystery: Tier 2, 5e Compatible",6-May-18,Y,USD,"9,742.00",1,"9,742.00",Y,N,Y,"$9,742 ",278.00%,Ended,9742,1.61117E+12,April 6 2018,,,,
https://www.kickstarter.com/projects/sk3/savage-bestiary-reforged?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075497#item6075497,9,https://www.kicktraq.com/projects/115420877/savage-bestiary-reforged/,non-5E,https://rpggeek.com/rpg/25909/savage-kingdoms-heroic-sword-and-sorcery-roleplayi,,Savage Bestiary: Reforged,6-May-18,Y,EUR,"1,246.00",1.19543,"1,489.51",Y,N,Y,"€1,246",124.00%,Ended,1489.51,1.61117E+12,April 6 2018,,,,
https://www.kickstarter.com/projects/landonjs/wingless-an-angelic-role-playing-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075502#item6075502,9,https://www.kicktraq.com/projects/landonjs/wingless-an-angelic-role-playing-game/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Wingless: An Angelic Role-Playing Game,7-May-18,Y,USD,"1,275.00",1,"1,275.00",Y,N,Y,"$1,275 ",254.00%,Ended,1275,1.61117E+12,April 7 2018,,,,
https://www.kickstarter.com/projects/259606561/art-of-war-bushido-wuxia-setting-for-savage-worlds?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075503#item6075503,9,https://www.kicktraq.com/projects/259606561/art-of-war-bushido-wuxia-setting-for-savage-worlds/,5E,,,Art of War: Bushido/Wuxia Setting for Savage Worlds & 5e,8-May-18,Y,USD,"2,455.00",1,Not Funded,N,N,N,"$2,455 ",70.00%,Ended,0,1.61117E+12,April 8 2018,,,,
https://www.kickstarter.com/projects/277618407/damn-magazine-dcc-rpg-magazine-and-news?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075506#item6075506,9,https://www.kicktraq.com/projects/277618407/damn-magazine-dcc-rpg-magazine-and-news/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,D.A.M.N. Magazine - DCC RPG Magazine and News,9-May-18,Y,USD,"5,018.00",1,"5,018.00",Y,N,Y,"$5,018 ",334.00%,Ended,5018,1.61117E+12,April 9 2018,,,,1
https://www.kickstarter.com/projects/snickelsox/lasers-and-liches-tales-from-the-retroverse-5e?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6078944#item6078944,10,https://www.kicktraq.com/projects/snickelsox/lasers-and-liches-tales-from-the-retroverse-5e/,5E,,,Lasers & Liches: Tales from the Retroverse 5E,10-May-18,Y,USD,"35,758.00",1,Not Funded,N,Y,N,"$35,758 ",71.00%,Cancelled,0,1.61117E+12,April 10 2018,,,,
https://www.kickstarter.com/projects/1294249392/nagual?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6078941#item6078941,10,https://www.kicktraq.com/projects/1294249392/nagual/,RPG,,,Nagual,10-May-18,Y,USD,"2,151.00",1,"2,151.00",Y,N,Y,"$2,151 ",107.00%,Ended,2151,1.61117E+12,April 10 2018,,,,
https://www.kickstarter.com/projects/1537872810/journey-away-a-non-challenge-based-fantasy-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6078940#item6078940,9,https://www.kicktraq.com/projects/1537872810/journey-away-a-non-challenge-based-fantasy-rpg/,RPG,,,Journey Away — A non-challenge-based fantasy RPG,10-May-18,Y,USD,"6,937.00",1,"6,937.00",Y,N,Y,"$6,937 ",138.00%,Ended,6937,1.61117E+12,April 10 2018,,,,
https://www.kickstarter.com/projects/bullypulpitgames/star-crossed-the-two-player-game-of-forbidden-love?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6082180#item6082180,10,https://www.kicktraq.com/projects/bullypulpitgames/star-crossed-the-two-player-game-of-forbidden-love/,RPG,,,Star Crossed: The Two-Player Game of Forbidden Love,10-May-18,Y,USD,"60,020.00",1,"60,020.00",Y,N,Y,"$60,020 ",800.00%,Ended,60020,1.61117E+12,April 10 2018,,,,
https://www.kickstarter.com/projects/1504678497/an-atlas-of-the-horizons-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6088490#item6088490,10,https://www.kicktraq.com/projects/1504678497/an-atlas-of-the-horizons-rpg/,RPG,,,An Atlas of the Horizons RPG,12-May-18,Y,USD,"8,574.00",1,"8,574.00",Y,N,Y,"$8,574 ",114.00%,Ended,8574,1.61117E+12,April 14 2018,,,,
https://www.kickstarter.com/projects/csev/black-void-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6082123#item6082123,10,https://www.kicktraq.com/projects/68133405/black-void-rpg/,RPG,,,Black Void RPG,12-May-18,Y,DKK,"327,315.00",0.16026,"52,455.50",Y,N,Y,"kr327,315 DKK",218.00%,Ended,52455.5,1.61117E+12,April 12 2018,,,,
https://www.kickstarter.com/projects/epicpartygames/shattered-tower-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6082121#item6082121,10,https://www.kicktraq.com/projects/614545349/shattered-tower-rpg/,RPG,,,Shattered Tower RPG,14-May-18,Y,USD,"11,122.00",1,"11,122.00",Y,N,Y,"$11,122 ",222.00%,Ended,11122,1.61117E+12,April 11 2018,,,,
https://www.kickstarter.com/projects/563681582/roslof-keep-dm-screen-reprint-campaign?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6135379#item6135379,12,https://www.kicktraq.com/projects/563681582/roslof-keep-dm-screen-reprint-campaign/,5E,,,Roslof Keep DM Screen Reprint campaign,15-May-18,Y,USD,"1,868.00",1,"1,868.00",Y,N,Y,"$1,868 ",186.00%,Ended,1868,1.61117E+12,May 10 2018,,,,
https://www.kickstarter.com/projects/621873870/nuovi-universi-del-cypher-system?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6090408#item6090408,10,https://www.kicktraq.com/projects/621873870/nuovi-universi-del-cypher-system/,non-5E,https://rpggeek.com/rpg/27818/cypher-system,,Nuovi Universi del Cypher System,15-May-18,Y,USD,"9,381.00",1,"9,381.00",Y,N,Y,"$9,381 ",312.00%,Ended,9381,1.61117E+12,April 17 2018,,,,
https://www.kickstarter.com/projects/renegadegamestudios/overlight-rpg-a-roleplaying-game-of-kaleidoscopic?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6099498#item6099498,10,https://www.kicktraq.com/projects/165626423/overlight-rpg-a-roleplaying-game-of-kaleidoscopic/,RPG,,,Overlight RPG: A roleplaying game of kaleidoscopic fantasy,15-May-18,Y,USD,"50,667.00",1,"50,667.00",Y,N,Y,"$50,667 ",506.00%,Ended,50667,1.61117E+12,April 24 2018,,,,
https://www.kickstarter.com/projects/545820095/lankhmar-savage-seas-of-nehwon-a-fantasy-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6112579#item6112579,11,https://www.kicktraq.com/projects/545820095/lankhmar-savage-seas-of-nehwon-a-fantasy-rpg/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,"Lankhmar Savage Seas of Nehwon, a Fantasy RPG",16-May-18,Y,USD,"25,835.00",1,"25,835.00",Y,N,Y,"$25,835 ",861.00%,Ended,25835,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/428501801/2-dandd-5e-and-pathfinder-adventure-anthol-print-d?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6094521#item6094521,10,https://www.kicktraq.com/projects/428501801/2-dandd-5e-and-pathfinder-adventure-anthol-print-d/,5E,,,2 D&D 5e & Pathfinder Adventure Anthol Print + Digital Books,18-May-18,Y,USD,"8,480.00",1,"8,480.00",Y,N,Y,"$8,480 ",848.00%,Ended,8480,1.61117E+12,April 20 2018,,,,
https://www.kickstarter.com/projects/jamiechambers/a-delve-in-the-cave-5th-edition-adventure?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6112566#item6112566,11,https://www.kicktraq.com/projects/jamiechambers/a-delve-in-the-cave-5th-edition-adventure/,5E,,,A Delve in the Cave: 5th Edition Adventure,22-May-18,Y,USD,"4,526.00",1,"4,526.00",Y,N,Y,"$4,526 ",150.00%,Ended,4526,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/843284272/barrowmaze-highfell-the-drifting-dungeon?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6108948#item6108948,11,https://www.kicktraq.com/projects/843284272/barrowmaze-highfell-the-drifting-dungeon/,non-5E,https://rpggeek.com/rpg/1652/labyrinth-lord,,Barrowmaze: HighFell - The Drifting Dungeon,23-May-18,Y,CAD,"26,629.00",0.77887,"20,740.53",Y,N,Y,"$26,629 CAD",266.00%,Ended,20740.53,1.61117E+12,April 28 2018,,,1,
"https://www.kickstarter.com/projects/1338521385/summerland-rpg-edicion-definitiva-en-espanol?ref=bggforums',",https://rpggeek.com/geeklist/234882/item/6046839#item6046839,8,https://www.kicktraq.com/projects/1338521385/summerland-rpg-edicion-definitiva-en-espanol/,non-5E,https://rpggeek.com/rpg/48419/summerland-second-edition,,Summerland RPG Edición Definitiva en Español,24-May-18,Y,MXN,"31,775.00",0.05103,Not Funded,N,N,N,"MX$31,775",21.00%,Ended,0,1.61117E+12,March 25 2018,,,,
https://www.kickstarter.com/projects/gametale/gametale-first-of-its-kind-gamebook-for-little-chi?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6100337#item6100337,10,https://www.kicktraq.com/projects/gametale/gametale-first-of-its-kind-gamebook-for-little-chi/,RPG,,https://rpggeek.com/rpgsystem/22884/systemless-gamebooks,GameTale: First of Its Kind Gamebook for Little Children,25-May-18,Y,EUR,"3,972.00",1.1655,Not Funded,N,N,N,"€3,972",61.00%,Ended,0,1.61117E+12,April 25 2018,,,,
https://www.kickstarter.com/projects/mapmage/2nd-chance-for-red-hand-of-doom-conversion-guide-a?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6143320#item6143320,12,https://www.kicktraq.com/projects/mapmage/2nd-chance-for-red-hand-of-doom-conversion-guide-a/,5E,,,2nd chance for Red Hand of Doom Conversion Guide & Maps!,26-May-18,Y,USD,280,,Not Funded,N,Y,Y,$280 ,280.00%,Cancelled,0,1.61117E+12,May 12 2018,,,,
https://www.kickstarter.com/projects/787449168/endless-realms-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6099496#item6099496,10,https://www.kicktraq.com/projects/787449168/endless-realms-rpg/,RPG,,,Endless Realms RPG,29-May-18,Y,CAD,"44,987.00",0.76732,"34,519.42",Y,N,Y,"$44,987 CAD",118.00%,Ended,34519.42,1.61117E+12,April 24 2018,,,,
https://www.kickstarter.com/projects/dragonturtlegames/dangerous-descents-5e?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6111934#item6111934,11,https://www.kicktraq.com/projects/dragonturtlegames/dangerous-descents-5e/,5E,,,Dangerous Descents 5e,30-May-18,Y,GBP,"6,962.00",1.32827,"9,247.42",Y,N,Y,"£6,962",464.00%,Ended,9247.42,1.61117E+12,April 30 2018,,,,
https://www.kickstarter.com/projects/stephaniemcalea/new-tales-of-the-miskatonic-valley-2ed-for-call-of?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6102023#item6102023,11,https://www.kicktraq.com/projects/stephaniemcalea/new-tales-of-the-miskatonic-valley-2ed-for-call-of/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,New Tales of the Miskatonic Valley 2ed for Call of Cthulhu,31-May-18,Y,GBP,"27,171.00",1.32883,"36,105.64",Y,N,Y,"£27,171",418.00%,Ended,36105.64,1.61117E+12,April 26 2018,,,,
https://www.kickstarter.com/projects/1058911048/the-world-of-trinity-role-playing-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6114964#item6114964,11,https://www.kicktraq.com/projects/1058911048/the-world-of-trinity-role-playing-game/,RPG,,,The World of Trinity role playing game,31-May-18,Y,USD,456,1,Not Funded,N,N,N,$456 ,4.00%,Ended,0,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/1850151847/archives-of-the-sky-epic-sci-fi-roleplaying?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6112586#item6112586,11,https://www.kicktraq.com/projects/1850151847/archives-of-the-sky-epic-sci-fi-roleplaying/,RPG,,,Archives of the Sky: Epic Sci-fi Roleplaying,31-May-18,Y,USD,"7,934.00",1,"7,934.00",Y,N,Y,"$7,934 ",226.00%,Ended,7934,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/1930759690/orc-stabr?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6132452#item6132452,12,https://www.kicktraq.com/projects/1930759690/orc-stabr/,RPG,,,ORC STABR,31-May-18,Y,USD,"3,512.00",1,"3,512.00",Y,N,Y,"$3,512 ",17560.00%,Ended,3512,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/1295100784/the-overworld-and-beyond-13th-age-rpg-planar-adven?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6112570#item6112570,11,https://www.kicktraq.com/projects/1295100784/the-overworld-and-beyond-13th-age-rpg-planar-adven/,non-5E,https://rpggeek.com/rpg/17925/13th-age,,The Overworld and Beyond (13th Age RPG Planar Adventures),1-Jun-18,Y,USD,"4,090.00",1,"4,090.00",Y,N,Y,"$4,090 ",204.00%,Ended,4090,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/applied-vectors/savage-worlds-sovereign-stone?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6118122#item6118122,11,https://www.kicktraq.com/projects/applied-vectors/savage-worlds-sovereign-stone/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Savage Worlds Sovereign Stone,1-Jun-18,Y,GBP,"3,527.00",1.3348,"4,707.84",Y,N,Y,"£3,527",705.00%,Ended,4707.84,1.61117E+12,May 2 2018,,,,
https://www.kickstarter.com/projects/rosscowman/bff-the-rpg-of-girlhood-friendship-and-adventure?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6161657#item6161657,13,https://www.kicktraq.com/projects/rosscowman/bff-the-rpg-of-girlhood-friendship-and-adventure/,RPG,,,"BFF! – The rpg of girlhood, friendship, and adventure",1-Jun-18,Y,USD,"25,213.00",1,"25,213.00",Y,N,Y,"$25,213 ",126.00%,Ended,25213,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/taniarichter/welcome-to-yarnia-a-yarn-quest-knitting-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6103375#item6103375,11,https://www.kicktraq.com/projects/taniarichter/welcome-to-yarnia-a-yarn-quest-knitting-rpg/,RPG,,,Welcome to Yarnia - A Yarn Quest Knitting RPG,1-Jun-18,Y,USD,"39,405.00",1,"39,405.00",Y,N,Y,"$39,405 ",262.00%,Ended,39405,1.61117E+12,April 27 2018,,,,
https://www.kickstarter.com/projects/legendarypants/core-2050-the-future-of-5e?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6118959#item6118959,11,https://www.kicktraq.com/projects/legendarypants/core-2050-the-future-of-5e/,5E,,,"core::2050, The Future of 5e",2-Jun-18,Y,USD,"8,498.00",1,Not Funded,N,N,N,"$8,498 ",28.00%,Ended,0,1.61117E+12,May 3 2018,,,,
https://www.kickstarter.com/projects/1335503241/isklft-grim-viking-5e-campaign-setting?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6112573#item6112573,11,https://www.kicktraq.com/projects/1335503241/isklft-grim-viking-5e-campaign-setting/,5E,,,Iskløft - Grim Viking 5E Campaign Setting,3-Jun-18,Y,USD,"21,314.00",1,"21,314.00",Y,N,Y,"$21,314 ",1420.00%,Ended,21314,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/zodiacempires/creatures-of-vathis-volume-one-dandd-5e-pf-stretch?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6129801#item6129801,11,https://www.kicktraq.com/projects/zodiacempires/creatures-of-vathis-volume-one-dandd-5e-pf-stretch/,5E,,,Creatures of Vathis: Volume One (D&D 5e) (PF Stretch Goal),3-Jun-18,Y,EUR,"8,546.00",1.1667,"9,970.62",Y,N,Y,"€8,546",213.00%,Ended,9970.62,1.61117E+12,May 4 2018,,,,
https://www.kickstarter.com/projects/2084336794/awaken-the-blood-of-salvora-roleplaying-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6120899#item6120899,11,https://www.kicktraq.com/projects/2084336794/awaken-the-blood-of-salvora-roleplaying-game/,non-5E,https://rpggeek.com/rpg/41607/awaken,,Awaken: The Blood of Salvora Roleplaying Game,3-Jun-18,Y,USD,"11,971.00",1,Not Funded,N,N,N,"$11,971 ",66.00%,Ended,0,1.61117E+12,May 4 2018,,,,
https://www.kickstarter.com/projects/1731094057/syystem-the-role-playing-game-a-sci-fi-fantasy-com?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6075369#item6075369,9,https://www.kicktraq.com/projects/1731094057/syystem-the-role-playing-game-a-sci-fi-fantasy-com/,RPG,,,"Syystem, The Role-Playing Game, A Sci-Fi/Fantasy Compilation",3-Jun-18,Y,USD,566,1,Not Funded,N,N,N,$566 ,5.00%,Ended,0,1.61117E+12,April 4 2018,,,,
https://www.kickstarter.com/projects/660432492/a-series-of-location-modules-for-5e-and-pathfinder?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6134286#item6134286,12,https://www.kicktraq.com/projects/660432492/a-series-of-location-modules-for-5e-and-pathfinder/,5E,,,A Series of Location Modules for 5E and Pathfinder,4-Jun-18,Y,USD,767,1,767,Y,N,Y,$767 ,3835.00%,Ended,767,1.61117E+12,May 9 2018,,,,
https://www.kickstarter.com/projects/58354395/fate-core-drei-deutsche-abenteuerwelten?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6111941#item6111941,11,https://www.kicktraq.com/projects/58354395/fate-core-drei-deutsche-abenteuerwelten/,non-5E,https://rpggeek.com/rpg/203/fate-core,,Fate Core – Drei deutsche Abenteuerwelten,5-Jun-18,Y,USD,"5,863.00",1,"5,863.00",Y,N,Y,"$5,863 ",146.00%,Ended,5863,1.61117E+12,May 1 2018,,,,
https://www.kickstarter.com/projects/montecookgames/no-thank-you-evil-a-game-so-nice-were-making-it-tw?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6145338#item6145338,12,https://www.kicktraq.com/projects/montecookgames/no-thank-you-evil-a-game-so-nice-were-making-it-tw/,non-5E,https://rpggeek.com/rpg/27391/no-thank-you-evil,,"No Thank You, Evil! - A Game So Nice We’re Making it Twice",5-Jun-18,Y,USD,"61,717.00",1,"61,717.00",Y,N,Y,"$61,717 ",154.00%,Ended,61717,1.61117E+12,May 15 2018,,,,
https://www.kickstarter.com/projects/1600397087/interbellum-rpg-war-adventures-in-a-world-of-techn?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6134287#item6134287,12,https://www.kicktraq.com/projects/1600397087/interbellum-rpg-war-adventures-in-a-world-of-techn/,RPG,,,Interbellum RPG - War Adventures in a World of Technomagic,6-Jun-18,Y,USD,"6,547.00",1,"6,547.00",Y,N,Y,"$6,547 ",218.00%,Ended,6547,1.61117E+12,May 9 2018,,,,
https://www.kickstarter.com/projects/heroesofestaria/heroes-of-estaria-a-fantasy-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6129890#item6129890,11,https://www.kicktraq.com/projects/heroesofestaria/heroes-of-estaria-a-fantasy-tabletop-rpg/,RPG,,,Heroes of Estaria: A Fantasy Tabletop RPG,7-Jun-18,Y,USD,"3,937.00",1,"3,937.00",Y,N,Y,"$3,937 ",196.00%,Ended,3937,1.61117E+12,May 8 2018,,,,
https://www.kickstarter.com/projects/1348243070/the-artifice-archipelago-a-choose-your-own-ending?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6134284#item6134284,12,https://www.kicktraq.com/projects/1348243070/the-artifice-archipelago-a-choose-your-own-ending/,RPG,,https://rpggeek.com/rpgsystem/22884/systemless-gamebooks,"""The Artifice Archipelago"" a choose your own ending novel!",8-Jun-18,Y,USD,282,1,282,Y,N,Y,$282 ,564.00%,Ended,282,1.61117E+12,May 9 2018,,,,
https://www.kickstarter.com/projects/1625564009/superage-role-playing-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6133180#item6133180,12,https://www.kicktraq.com/projects/1625564009/superage-role-playing-game/,RPG,,,SuperAge Role Playing Game,8-Jun-18,Y,USD,"6,934.00",1,"6,934.00",Y,N,Y,"$6,934 ",385.00%,Ended,6934,1.61117E+12,May 9 2018,,,,
https://www.kickstarter.com/projects/222832406/is-it-a-plane-comic-book-rpg-that-replaces-dice-wi?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6132469#item6132469,12,https://www.kicktraq.com/projects/222832406/is-it-a-plane-comic-book-rpg-that-replaces-dice-wi/,RPG,,,IS IT A PLANE!?: comic book RPG that replaces dice with pens,8-Jun-18,Y,GBP,"4,554.00",1.3394,"6,099.63",Y,N,Y,"£4,554",107.00%,Ended,6099.63,1.61117E+12,May 9 2018,,,,
https://www.kickstarter.com/projects/marktaormino/maximum-mayhem-5-palace-of-the-dragons-princess-bo?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6129863#item6129863,11,https://www.kicktraq.com/projects/marktaormino/maximum-mayhem-5-palace-of-the-dragons-princess-bo/,non-5E,https://rpggeek.com/rpg/1297/old-school-reference-and-index-compilation-osric,,Maximum Mayhem #5: Palace of the Dragon's Princess - Box Set,10-Jun-18,Y,USD,"16,808.00",1,"16,808.00",Y,N,Y,"$16,808 ",3361.00%,Ended,16808,1.61117E+12,May 6 2018,,,1,
https://www.kickstarter.com/projects/eloylasanta/part-time-gods-second-edition-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6130404#item6130404,12,https://www.kicktraq.com/projects/eloylasanta/part-time-gods-second-edition-tabletop-rpg/,non-5E,https://rpggeek.com/rpg/10751/part-time-gods,,Part-Time Gods Second Edition -- Tabletop RPG,10-Jun-18,Y,USD,"33,490.00",1,"33,490.00",Y,N,Y,"$33,490 ",669.00%,Ended,33490,1.61117E+12,May 8 2018,,,,
https://www.kickstarter.com/projects/2036759092/vikingr-a-d6-based-viking-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6143299#item6143299,12,https://www.kicktraq.com/projects/2036759092/vikingr-a-d6-based-viking-rpg/,RPG,,,Vikingr: A D6-based Viking RPG,10-Jun-18,Y,GBP,"2,076.00",1.3412,"2,784.33",Y,N,Y,"£2,076",346.00%,Ended,2784.33,1.61117E+12,May 11 2018,,,,
https://www.kickstarter.com/projects/leavethesilver/high-pass-chronicles-hold-the-line?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6143316#item6143316,12,https://www.kicktraq.com/projects/423021389/high-pass-chronicles-hold-the-line/,5E,,,High Pass Chronicles - Hold the Line,11-Jun-18,Y,USD,"1,394.00",1,"1,394.00",Y,N,Y,"$1,394 ",139.00%,Ended,1394,1.61117E+12,May 12 2018,,,,
https://www.kickstarter.com/projects/infiniumgamestudio/aquilae-expanded-bestiary-of-the-realm-pathfinder?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6143313#item6143313,12,https://www.kicktraq.com/projects/infiniumgamestudio/aquilae-expanded-bestiary-of-the-realm-pathfinder/,5E,,,Aquilae:Expanded Bestiary of the Realm (Pathfinder/5E/OSRIC),11-Jun-18,Y,USD,"13,335.00",1,"13,335.00",Y,N,Y,"$13,335 ",666.00%,Ended,13335,1.61117E+12,May 12 2018,,,,
